PPG
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
64
0
0
0
0
0
0
0
0
0
0
0
0
2
5
13
30
52
75
92
100
100
99
98
94
89
81
74
66
59
51
41
33
28
25
23
23
23
22
22
20
18
14
9
4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
9
25
50
73
91
100
100
100
98
94
90
84
78
71
61
51
44
38
33
31
28
27
27
27
27
25
22
18
15
11
7
4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
17
36
60
80
94
100
100
99
97
92
87
80
72
64
53
44
37
32
29
28
27
27
27
27
26
23
19
15
11
8
4
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
5
10
21
39
59
80
94
100
100
100
98
95
89
81
75
69
62
56
49
44
41
40
39
39
38
37
36
33
30
27
22
17
14
11
8
5
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
13
29
44
62
78
88
97
100
99
99
97
94
88
81
73
68
62
58
55
52
51
50
49
49
47
45
41
39
35
32
29
25
21
18
15
12
10
7
4
2
1
0
0
0
0
0
0
0
0
0
0
2
8
19
37
57
74
88
95
97
100
98
95
92
87
81
76
69
64
60
57
56
56
56
56
56
55
53
51
48
44
41
39
36
33
30
28
26
24
22
21
19
17
16
14
13
12
10
9
8
10
15
25
39
52
65
76
81
87
87
85
82
79
75
70
65
59
55
52
50
49
48
48
48
47
46
45
42
39
37
35
32
30
27
25
23
21
19
18
16
14
13
11
10
9
8
7
6
4
4
4
6
8
14
24
36
50
62
69
73
73
71
69
65
61
58
55
52
49
45
42
40
39
38
38
38
37
36
35
33
31
28
26
24
22
20
18
16
14
13
12
10
9
7
6
5
4
3
2
1
0
0
0
0
1
5
9
17
28
39
51
60
64
66
65
63
60
57
53
50
46
43
41
38
36
35
35
35
34
34
33
32
30
29
27
24
22
20
19
17
16
14
12
11
9
8
7
6
5
4
4
3
2
1
0
0
0
2
7
16
25
35
46
53
61
64
64
63
60
58
55
50
46
43
40
38
36
35
34
34
35
34
34
33
31
29
27
25
23
21
19
17
16
14
13
11
9
8
7
6
5
4
2
1
1
0
0
0
0
0
2
7
16
29
41
53
63
68
73
74
72
70
67
65
61
57
53
50
47
45
43
42
41
41
40
40
39
37
35
33
31
28
26
24
21
19
17
16
14
12
10
9
8
7
6
5
4
3
2
1
1
0
0
0
3
9
20
35
47
58
66
69
72
71
69
66
63
60
56
52
47
44
41
39
38
37
37
37
36
35
34
31
29
27
25
22
20
18
15
13
12
10
9
7
5
4
3
2
1
0
0
0
0
0
0
1
2
5
12
22
37
52
63
70
73
73
72
69
65
61
58
54
50
46
43
40
39
39
39
39
39
39
38
37
35
32
29
27
25
23
21
19
17
15
14
12
11
10
8
7
7
6
5
3
2
1
1
2
6
13
21
32
45
56
68
75
77
77
76
74
70
66
62
58
55
52
49
46
45
44
43
43
42
41
40
38
36
34
32
29
26
24
23
21
20
18
16
15
14
13
12
11
10
9
8
7
6
5
4
4
7
14
25
38
49
59
66
69
72
71
69
66
64
61
57
53
49
46
43
41
41
40
39
39
38
37
36
33
31
29
27
25
23
20
18
16
15
13
12
10
9
8
7
6
5
3
2
1
0
1
4
11
17
27
38
47
57
63
66
66
65
63
59
56
51
48
45
42
41
39
37
37
37
37
36
35
34
32
30
28
26
24
22
20
19
17
16
14
13
12
10
9
8
6
5
4
4
5
9
17
24
34
43
50
58
62
63
62
61
59
55
52
49
46
43
40
37
36
35
35
34
34
33
31
30
28
26
24
22
20
17
15
14
12
11
9
7
6
4
3
2
1
0
0
0
0
0
3
6
12
22
33
46
57
63
67
67
67
65
63
61
58
56
53
49
45
43
41
40
39
38
38
37
36
35
33
31
29
26
24
22
20
18
16
14
12
11
10
9
7
6
5
4
3
2
1
0
0
1
4
11
22
33
44
54
60
67
69
70
68
66
63
59
55
52
48
45
43
40
39
39
39
38
38
36
35
32
31
29
26
24
21
19
17
16
14
13
11
9
8
6
5
4
3
2
1
0
0
0
3
5
11
20
32
46
58
65
69
70
69
67
64
62
59
55
52
47
43
41
39
38
38
37
37
36
35
34
32
30
27
24
22
20
18
16
14
12
10
9
7
6
5
3
2
1
1
0
0
0
0
0
0
0
3
6
13
24
37
52
65
73
78
79
78
76
73
71
68
65
62
57
53
49
47
45
45
44
43
42
41
39
37
35
32
29
26
24
21
19
17
14
12
11
9
8
6
4
3
2
1
0
0
0
0
0
0
0
1
3
7
16
28
44
60
72
79
82
82
80
77
73
70
67
63
59
54
50
48
47
46
46
46
45
45
44
42
40
37
34
32
29
27
25
23
20
19
17
15
14
13
11
10
9
8
7
6
4
3
2
1
3
7
11
19
32
45
61
73
80
83
82
80
77
73
68
64
60
56
53
49
46
45
45
45
44
44
43
41
40
37
35
32
29
27
25
23
21
19
17
15
14
13
11
10
8
7
6
5
4
2
1
0
0
0
1
5
10
19
32
46
62
75
83
86
86
84
81
77
73
69
66
62
58
54
50
48
47
46
46
45
44
43
41
39
37
34
31
28
26
23
21
19
17
15
13
12
10
8
7
6
4
3
2
1
0
0
0
0
3
11
18
29
43
56
70
79
83
83
81
78
75
70
65
61
57
53
50
48
46
46
46
46
45
44
43
41
39
37
35
32
29
27
26
24
22
20
18
17
16
15
13
12
10
9
7
7
7
9
11
17
28
41
56
69
77
82
83
82
79
76
71
67
64
60
56
52
50
48
48
48
47
47
46
44
43
41
39
36
33
31
29
27
26
24
22
21
20
19
18
16
15
14
12
11
10
9
9
10
13
21
33
47
60
70
77
80
83
82
81
79
77
74
69
65
61
57
55
53
52
50
49
48
47
46
44
42
39
37
35
32
30
28
25
23
22
20
19
17
15
14
13
11
10
8
7
8
11
18
28
42
53
62
68
71
73
67
72
70
67
64
60
55
51
48
46
45
43
43
42
42
41
40
39
36
34
32
30
28
26
24
22
20
19
18
16
15
13
11
10
9
9
10
11
15
23
33
45
56
64
68
69
69
68
65
63
60
57
54
50
46
43
41
40
40
40
39
39
38
36
35
33
30
27
25
24
22
20
18
16
15
14
12
11
10
8
7
6
5
